ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_4df0-policy_DotProd1000demergemd30cc-de_merge-gs_random-scmd_30cc-origin_milli,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_4df0-policy_DotProd1000demergemd30cc-de_merge-gs_random-scmd_30cc-origin_ratio,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_4df0-policy_DotProd1000demergemd30cc-de_merge-gs_random-scmd_30cc-origin_q124,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_4df0-policy_DotProd1000demergemd30cc-de_merge-gs_random-scmd_30cc-bellman_milli,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_4df0-policy_DotProd1000demergemd30cc-de_merge-gs_random-scmd_30cc-bellman_ratio
428022.0,38.55,33.37,390153.23,35.14
429195.64,38.65,33.48,391970.92,35.3
429566.36,38.7,33.53,391970.92,35.31
429514.64,38.73,33.56,391970.92,35.35
429462.91,38.76,33.59,391970.92,35.38
429735.32,38.81,33.64,391989.02,35.4
429528.42,38.93,33.76,392749.86,35.6
429665.25,38.97,33.8,392749.86,35.62
429802.07,39.01,33.84,392749.86,35.65
429750.35,39.04,33.87,392749.86,35.68
429698.62,39.07,33.9,392768.33,35.72
429646.9,39.11,33.93,392792.3,35.75
429524.86,39.1,33.93,392649.57,35.75
429473.14,39.13,33.96,392646.27,35.78
429609.97,39.17,34.0,392607.13,35.8
429558.24,39.21,34.03,393175.33,35.89
429506.52,39.24,34.06,393175.33,35.92
429506.52,39.24,34.06,393175.33,35.92
429877.24,39.29,34.12,393175.33,35.93
429583.1,39.27,34.1,392859.14,35.91
430036.48,39.33,34.15,392863.35,35.93
430173.31,39.37,34.19,392869.18,35.95
430544.02,39.42,34.25,393042.11,35.98
430680.85,39.46,34.29,393301.78,36.03
430629.13,39.49,34.32,393673.43,36.1
430632.03,39.49,34.32,393689.04,36.1
430477.83,39.48,34.31,393534.84,36.09
430931.2,39.54,34.36,395270.0,36.26
430879.48,39.57,34.4,395270.0,36.3
430827.75,39.6,34.43,395270.0,36.33
430475.31,39.58,34.41,394556.09,36.28
430365.31,39.58,34.41,394446.09,36.27
429950.21,39.56,34.39,394160.02,36.27
429535.11,39.54,34.37,393491.2,36.23
429483.39,39.58,34.4,393550.39,36.26
429483.39,39.58,34.4,393557.59,36.27
429431.66,39.61,34.44,393686.27,36.31
429379.94,39.64,34.47,393654.48,36.34
429521.26,39.69,34.52,394472.92,36.45
429999.78,39.77,34.6,394301.53,36.47
429948.06,39.8,34.63,394301.53,36.5
429585.61,39.79,34.61,394109.62,36.5
429533.89,39.82,34.65,394109.62,36.53
429482.17,39.85,34.68,394318.72,36.59
429068.37,40.11,34.94,394318.72,36.86
429499.46,40.16,34.99,394733.24,36.91
428914.45,40.14,34.97,394120.12,36.88
428898.34,40.17,35.0,393815.1,36.89
429030.33,40.22,35.05,393990.08,36.94
429874.74,40.34,35.17,395146.49,37.08
430312.07,40.4,35.22,395146.49,37.1
429903.01,40.38,35.21,395146.49,37.11
429851.29,40.41,35.24,395146.49,37.15
430304.67,40.47,35.29,395146.49,37.16
430252.94,40.5,35.33,395146.49,37.2
430201.22,40.53,35.36,395184.56,37.23
430338.04,40.58,35.4,395280.65,37.27
430286.32,40.61,35.44,395146.49,37.29
430234.59,40.64,35.47,395955.28,37.41
429946.48,40.63,35.46,395604.43,37.39
430317.2,40.69,35.52,395604.43,37.41
430265.47,40.72,35.55,395604.43,37.44
430636.19,40.77,35.6,395612.68,37.46
430584.47,40.81,35.64,395605.77,37.49
430170.67,41.08,35.91,395605.77,37.78
430118.95,41.11,35.94,395604.99,37.82
430067.23,41.15,35.98,396124.17,37.9
430015.5,41.18,36.01,396280.02,37.95
429963.78,41.22,36.05,396409.17,38.0
430100.6,41.26,36.09,396409.17,38.03
429730.6,41.24,36.07,396039.17,38.01
429678.88,41.28,36.1,396039.17,38.05
429316.44,41.26,36.09,395741.38,38.03
429453.26,41.31,36.13,395741.38,38.06
429454.71,41.31,36.13,395744.8,38.06
429454.71,41.31,36.13,395795.77,38.07
429240.67,41.3,36.13,395549.24,38.06
429188.94,41.33,36.16,395550.65,38.09
429559.66,41.39,36.22,395655.71,38.12
429561.11,41.39,36.22,395663.42,38.12
429198.67,41.37,36.2,395569.14,38.13
429569.39,41.43,36.25,395623.29,38.15
429569.39,41.43,36.25,395623.29,38.15
429230.69,41.41,36.24,396545.96,38.26
429167.09,41.45,36.27,396074.03,38.25
429608.6,41.5,36.33,396400.59,38.29
429556.87,41.54,36.36,396400.59,38.33
429693.7,41.58,36.41,396400.59,38.36
430064.42,41.64,36.46,396400.59,38.38
430201.24,41.68,36.51,396410.6,38.41
430205.59,41.68,36.51,396412.19,38.41
430576.31,41.74,36.57,396662.68,38.45
430524.59,41.77,36.6,396775.0,38.5
430524.59,41.77,36.6,396775.0,38.5
430162.14,41.76,36.59,396430.47,38.48
429941.74,41.75,36.57,396220.46,38.47
429901.89,41.78,36.61,397093.71,38.59
430036.76,41.81,36.64,397259.82,38.63
430407.48,41.87,36.7,397259.82,38.65
430355.75,41.91,36.73,397259.82,38.68
429940.65,41.89,36.72,397004.93,38.68
429379.74,41.88,36.7,396433.46,38.66
429328.02,41.91,36.74,396478.71,38.7
429276.29,41.95,36.77,396668.78,38.76
429584.31,42.0,36.83,396667.49,38.79
430544.41,42.14,36.97,398019.17,38.96
430492.69,42.18,37.0,398019.17,38.99
430272.21,42.19,37.01,398259.95,39.05
430220.49,42.22,37.05,398259.95,39.09
430168.77,42.26,37.09,398296.35,39.13
430117.04,42.3,37.12,398271.45,39.16
430065.32,42.33,37.16,398261.37,39.2
430013.59,42.37,37.2,398554.96,39.27
430432.22,42.43,37.26,398721.55,39.3
429825.24,42.41,37.24,397965.06,39.27
429787.02,42.45,37.28,398006.29,39.31
429735.3,42.49,37.32,398006.29,39.35
429872.13,42.54,37.36,398006.29,39.38
429820.4,42.57,37.4,398006.29,39.42
429768.68,42.61,37.44,398017.4,39.46
429716.95,42.65,37.47,398009.31,39.5
429853.78,42.69,37.52,398014.88,39.53
429802.05,42.73,37.56,398014.58,39.57
429938.88,42.78,37.61,398573.85,39.66
429887.16,42.82,37.64,398573.85,39.7
429473.3,42.8,37.62,398141.01,39.67
429421.57,42.83,37.66,398141.01,39.71
429369.85,42.87,37.7,398141.01,39.75
429318.12,42.91,37.74,398141.39,39.79
429688.84,42.97,37.79,398662.11,39.86
429660.86,43.01,37.83,398826.41,39.92
429660.86,43.01,37.83,398826.41,39.92
430246.02,43.11,37.93,399243.48,40.0
430194.3,43.15,37.97,399243.48,40.04
430142.57,43.18,38.01,399243.48,40.08
430513.29,43.24,38.07,399246.13,40.1
430219.16,43.23,38.05,399406.53,40.13
430167.43,43.26,38.09,399417.16,40.17
430167.43,43.26,38.09,399415.26,40.17
430115.71,43.3,38.13,399425.08,40.21
430063.99,43.34,38.17,399498.14,40.26
430108.79,43.39,38.22,400140.99,40.37
430249.03,43.42,38.25,400152.68,40.39
429834.24,43.42,38.24,399770.22,40.38
429782.51,43.46,38.28,399770.22,40.42
429730.79,43.49,38.32,399770.22,40.46
429679.06,43.53,38.36,399774.66,40.5
430004.43,43.59,38.42,399770.22,40.53
430141.25,43.64,38.47,399770.22,40.56
430413.66,43.7,38.53,400414.65,40.65
430784.38,43.76,38.58,400627.74,40.69
430732.65,43.8,38.62,400893.81,40.76
430734.1,43.8,38.62,400901.42,40.76
430682.38,43.84,38.66,400901.42,40.8
430630.66,43.88,38.7,400905.36,40.85
430275.95,43.86,38.69,400772.4,40.85
430224.22,43.9,38.73,400773.47,40.89
430594.94,43.96,38.79,400769.37,40.91
430543.22,44.0,38.83,400768.45,40.96
430129.42,44.32,39.15,400768.45,41.29
429766.98,44.3,39.13,401176.22,41.35
429903.81,44.35,39.18,400799.62,41.35
429899.99,44.4,39.23,401237.0,41.44
429800.36,44.43,39.26,401016.55,41.46
430179.05,44.49,39.32,401016.55,41.48
430127.32,44.54,39.36,401016.55,41.52
430127.32,44.54,39.36,401016.55,41.52
429766.91,44.52,39.35,401023.28,41.54
429715.19,44.56,39.39,401020.63,41.58
429498.2,44.55,39.38,400830.06,41.57
429446.48,44.59,39.42,400828.99,41.62
429394.75,44.63,39.46,400825.98,41.66
429343.03,44.67,39.5,401106.72,41.73
429772.93,44.76,39.59,401454.33,41.81
429239.58,44.75,39.58,400895.98,41.8
428972.08,44.74,39.57,400595.35,41.78
429350.77,44.8,39.63,400595.35,41.8
429487.59,44.85,39.68,400595.35,41.84
429274.16,44.85,39.67,400595.53,41.85
429222.44,44.89,39.72,400595.83,41.89
429584.59,44.95,39.78,400595.35,41.92
429532.87,44.99,39.82,400737.71,41.98
429481.15,45.04,39.86,400834.99,42.03
429617.97,45.09,39.92,401135.55,42.1
429566.25,45.13,39.96,401617.23,42.19
429703.07,45.18,40.01,401617.23,42.23
429975.48,45.24,40.07,401617.23,42.26
429923.76,45.28,40.11,401617.23,42.3
430060.58,45.34,40.16,401625.65,42.34
430197.41,45.39,40.22,401624.1,42.38
430145.68,45.43,40.26,401619.53,42.42
430093.96,45.48,40.3,402495.79,42.56
430042.24,45.52,40.35,402508.64,42.6
429990.51,45.56,40.39,402508.64,42.65
430127.34,45.61,40.44,402508.64,42.69
430264.16,45.67,40.5,402508.64,42.72
430212.44,45.71,40.54,402508.64,42.77
430160.72,45.75,40.58,402527.98,42.82
430108.99,45.8,40.63,402509.01,42.86
430057.27,45.84,40.67,402987.11,42.96
430005.54,45.88,40.71,402871.35,42.99
430277.95,45.95,40.77,402871.35,43.02
430414.78,46.0,40.83,402871.35,43.06
430363.05,46.04,40.87,402879.64,43.1
430311.33,46.09,40.91,402882.74,43.15
430259.6,46.13,40.96,402872.26,43.19
430261.05,46.13,40.96,402874.69,43.19
430209.33,46.18,41.0,403502.01,43.31
430205.51,46.22,41.05,403520.82,43.36
430105.88,46.26,41.09,403358.83,43.39
430054.16,46.31,41.14,403358.83,43.43
429945.61,46.3,41.13,403250.74,43.43
429893.88,46.35,41.17,403250.74,43.47
429676.9,46.33,41.16,402969.12,43.45
429625.17,46.38,41.21,402969.12,43.5
429897.58,46.44,41.27,403005.35,43.53
429845.86,46.48,41.31,403014.33,43.58
429754.28,46.58,41.4,403023.64,43.68
429690.68,46.62,41.45,403289.64,43.75
429638.96,46.66,41.49,403289.64,43.8
429911.37,46.73,41.55,403289.64,43.83
429859.64,46.77,41.6,403292.31,43.88
429807.92,46.82,41.64,403303.89,43.93
430080.33,46.88,41.71,403290.0,43.96
430052.34,46.93,41.76,403359.09,44.02
430177.3,46.98,41.81,404234.25,44.15
430113.7,47.03,41.86,404142.01,44.19
430113.7,47.03,41.86,404142.01,44.19
430250.53,47.08,41.91,404142.01,44.23
430198.8,47.13,41.96,404142.01,44.28
430335.63,47.19,42.01,404142.01,44.31
430706.35,47.25,42.08,404142.29,44.34
430978.75,47.32,42.14,404142.01,44.37
430978.75,47.32,42.14,404142.01,44.37
430927.03,47.36,42.19,404142.01,44.42
430875.31,47.41,42.24,405135.23,44.58
430823.58,47.45,42.28,405251.6,44.64
430771.86,47.5,42.33,405251.6,44.69
430771.86,47.5,42.33,405240.43,44.69
431044.27,47.57,42.39,405240.43,44.72
430992.54,47.61,42.44,405240.43,44.77
430940.82,47.66,42.49,405240.43,44.82
430889.09,47.71,42.53,405245.14,44.87
430837.37,47.75,42.58,405241.79,44.92
430785.64,47.8,42.63,405562.37,45.0
430922.47,47.86,42.69,405758.24,45.06
430870.75,47.91,42.73,405712.59,45.11
430819.02,47.95,42.78,405712.59,45.16
430767.3,48.0,42.83,405721.16,45.21
430904.12,48.06,42.89,405713.74,45.25
431040.95,48.12,42.95,405712.6,45.29
431177.78,48.18,43.01,405821.13,45.34
431126.05,48.23,43.05,405943.65,45.41
431074.33,48.27,43.1,405880.68,45.45
431022.6,48.32,43.15,406256.65,45.55
430670.16,48.31,43.14,405857.63,45.52
430473.27,48.3,43.13,405714.74,45.52
430421.54,48.35,43.17,405714.74,45.57
430369.82,48.4,43.22,405714.74,45.62
430374.17,48.4,43.22,405716.13,45.62
430744.89,48.46,43.29,405716.29,45.65
430693.16,48.51,43.34,405716.48,45.7
430641.44,48.56,43.39,405716.13,45.75
430589.71,48.61,43.44,406078.03,45.84
430726.54,48.67,43.5,406320.09,45.91
430674.82,48.72,43.55,406320.09,45.96
430811.64,48.78,43.61,406320.09,46.01
430948.47,48.84,43.67,406320.09,46.05
430896.74,48.89,43.72,406333.38,46.1
431169.15,48.96,43.78,406324.84,46.14
431117.43,49.01,43.83,406320.09,46.19
431065.7,49.06,43.88,407067.68,46.32
431013.98,49.11,43.93,406975.81,46.37
431150.8,49.17,43.99,406975.81,46.41
431287.63,49.23,44.06,406975.81,46.45
431235.91,49.28,44.11,406975.89,46.51
431561.27,49.35,44.18,406975.81,46.54
431509.55,49.4,44.23,406975.81,46.59
431457.82,49.45,44.28,407498.89,46.7
431406.1,49.5,44.33,407393.97,46.75
431678.5,49.57,44.4,408076.56,46.86
431316.06,49.55,44.38,407707.76,46.84
431212.61,49.66,44.48,407708.61,46.95
431160.89,49.71,44.53,407708.53,47.0
431109.17,49.76,44.59,407708.65,47.06
431479.88,49.83,44.66,407708.59,47.08
431616.71,49.89,44.72,407985.98,47.16
431564.99,49.94,44.77,408138.41,47.23
431701.81,50.01,44.83,408386.01,47.3
431650.09,50.06,44.89,408386.01,47.36
431598.36,50.11,44.94,408386.01,47.41
431546.64,50.16,44.99,408386.31,47.47
431683.47,50.22,45.05,408386.08,47.51
431631.74,50.28,45.11,408393.19,47.57
431580.02,50.33,45.16,408768.91,47.67
431217.57,50.32,45.14,408528.62,47.67
431213.76,50.37,45.2,408402.52,47.71
431114.13,50.42,45.25,408328.99,47.76
431062.4,50.47,45.3,408328.99,47.81
430768.27,50.46,45.29,408001.96,47.79
430718.27,50.46,45.28,407951.96,47.79
430666.55,50.51,45.34,407951.96,47.84
430614.82,50.56,45.39,407951.96,47.9
430563.1,50.62,45.44,407954.11,47.96
430511.38,50.67,45.5,407951.96,48.01
430459.65,50.72,45.55,407951.96,48.07
430488.42,50.73,45.55,408041.39,48.08
430436.7,50.78,45.61,408192.53,48.16
430384.97,50.83,45.66,408041.39,48.19
430333.25,50.89,45.71,408041.39,48.25
430281.52,50.94,45.77,408041.39,48.31
430418.35,51.01,45.83,408041.39,48.35
430789.07,51.08,45.91,408055.92,48.38
430737.34,51.13,45.96,408042.32,48.44
430374.9,51.12,45.95,408041.39,48.47
430323.18,51.17,46.0,408450.7,48.57
430460.0,51.24,46.07,408562.53,48.63
430411.18,51.29,46.12,408481.39,48.68
430781.9,51.37,46.19,408481.39,48.71
431152.61,51.44,46.27,408482.25,48.74
431100.89,51.5,46.32,408481.41,48.79
431373.3,51.57,46.4,408481.39,48.83
431321.57,51.62,46.45,408618.89,48.91
431117.44,51.61,46.44,408308.02,48.88
431117.44,51.61,46.44,408308.02,48.88
431254.27,51.68,46.51,408504.88,48.95
431624.99,51.75,46.58,409861.51,49.14
431624.99,51.75,46.58,409895.9,49.15
431761.81,51.82,46.65,410325.32,49.25
431710.09,51.88,46.7,410325.32,49.31
431658.36,51.93,46.76,410325.32,49.37
431795.19,52.0,46.83,410325.32,49.41
431795.19,52.0,46.83,410325.32,49.41
431743.47,52.06,46.88,410337.34,49.48
431744.92,52.06,46.88,410343.62,49.48
431693.19,52.11,46.94,410332.76,49.53
431830.02,52.18,47.01,410331.6,49.58
431778.29,52.24,47.06,410812.47,49.7
431726.57,52.29,47.12,410698.05,49.75
431674.84,52.35,47.18,410698.05,49.81
431674.84,52.35,47.18,410698.05,49.81
431623.12,52.41,47.24,410698.05,49.87
431571.4,52.47,47.29,410734.45,49.93
431519.67,52.52,47.35,410700.03,49.99
431157.23,52.51,47.34,409984.12,49.93
431105.51,52.57,47.4,409982.49,49.99
431053.78,52.63,47.45,410105.32,50.07
431190.61,52.69,47.52,409998.62,50.1
431327.43,52.76,47.59,410344.85,50.2
431275.71,52.82,47.65,410344.85,50.26
430923.27,52.81,47.64,410221.44,50.27
430871.54,52.87,47.69,410221.44,50.33
430819.82,52.92,47.75,410232.44,50.4
430768.09,52.98,47.81,410230.53,50.46
430716.37,53.04,47.87,410222.44,50.52
430853.2,53.11,47.94,410237.37,50.57
430801.47,53.17,48.0,410526.27,50.67
430644.37,53.16,47.99,410367.5,50.66
430285.49,53.15,47.98,409967.45,50.64
430233.77,53.21,48.04,409845.84,50.69
430233.77,53.21,48.04,409867.82,50.69
430370.59,53.28,48.11,409867.82,50.74
430318.87,53.34,48.17,409867.82,50.8
429905.08,53.82,48.65,409867.82,51.31
429853.35,53.88,48.71,409867.82,51.38
429801.63,53.94,48.77,409868.02,51.44
429749.9,54.0,48.83,409872.0,51.51
429698.18,54.07,48.89,409867.82,51.57
429658.33,54.13,48.96,410217.38,51.68
429594.73,54.19,49.02,410054.41,51.72
429731.56,54.26,49.09,410054.41,51.78
430003.96,54.34,49.17,410054.41,51.82
429952.24,54.4,49.23,410054.41,51.89
430322.96,54.48,49.31,410078.3,51.92
430271.23,54.54,49.37,410054.41,51.98
430298.55,54.55,49.38,410122.26,51.99
430298.55,54.55,49.38,410143.79,51.99
430435.38,54.62,49.45,410143.79,52.05
430383.65,54.68,49.51,411153.1,52.24
430520.48,54.76,49.59,411466.62,52.33
430468.76,54.82,49.65,411466.62,52.4
430417.03,54.88,49.71,411466.62,52.47
430365.31,54.95,49.78,411466.62,52.54
430637.71,55.03,49.86,411502.84,52.58
430285.27,55.02,49.84,411059.34,52.56
430233.55,55.08,49.91,411032.34,52.62
430181.82,55.14,49.97,411023.12,52.69
430318.65,55.22,50.05,411579.94,52.81
430455.48,55.29,50.12,411717.43,52.89
430455.48,55.29,50.12,411743.41,52.89
430592.3,55.37,50.2,411743.41,52.95
430540.58,55.43,50.26,411743.41,53.01
430488.85,55.5,50.33,411743.41,53.08
430437.13,55.56,50.39,411746.98,53.15
430385.41,55.63,50.46,411746.42,53.22
430522.23,55.7,50.53,411751.99,53.28
430892.95,55.79,50.61,411771.01,53.31
430841.23,55.85,50.68,412558.75,53.48
430789.5,55.92,50.75,412558.75,53.55
429789.5,55.86,50.69,411558.75,53.49
429591.04,55.85,50.68,411445.97,53.49
429539.31,55.92,50.74,411445.97,53.56
429325.23,55.91,50.73,411228.59,53.55
429273.51,55.97,50.8,411228.61,53.62
428911.06,55.96,50.79,410833.24,53.6
429047.89,56.04,50.86,410833.23,53.66
428996.17,56.1,50.93,410833.23,53.73
428944.44,56.17,51.0,411046.32,53.83
428892.72,56.24,51.06,410888.24,53.87
428840.99,56.3,51.13,411019.4,53.96
429203.15,56.39,51.22,411019.4,54.0
429151.42,56.46,51.29,411020.48,54.07
429099.7,56.53,51.35,411024.02,54.14
429047.97,56.59,51.42,411024.13,54.22
429410.72,56.68,51.5,411111.87,54.26
429359.0,56.75,51.57,411179.38,54.34
429729.72,56.83,51.66,412233.93,54.52
429379.14,56.82,51.65,411914.87,54.51
429668.19,56.91,51.73,412258.8,54.6
429616.47,56.97,51.8,412258.8,54.67
429564.75,57.04,51.87,412258.8,54.75
429564.75,57.04,51.87,412268.15,54.75
429701.57,57.12,51.95,412268.15,54.81
429649.85,57.19,52.02,412277.02,54.88
429786.67,57.27,52.1,412269.79,54.94
430059.08,57.36,52.19,412268.81,54.99
430343.36,57.45,52.27,413365.88,55.18
430049.23,57.43,52.26,413075.36,55.16
429985.63,57.5,52.33,413002.91,55.23
429933.91,57.57,52.4,413002.91,55.3
429882.18,57.64,52.47,413002.91,55.38
429882.18,57.64,52.47,412997.67,55.38
429830.46,57.71,52.54,412999.87,55.45
429778.74,57.78,52.61,413000.05,55.52
429727.01,57.85,52.68,412999.68,55.6
429863.84,57.93,52.76,412997.67,55.66
430234.55,58.02,52.85,413540.71,55.77
429882.11,58.01,52.84,413071.75,55.74
429830.39,58.08,52.91,413255.49,55.84
430209.08,58.17,52.99,413255.86,55.87
430008.51,58.16,52.99,413021.42,55.86
430145.33,58.24,53.07,413021.2,55.92
430093.61,58.31,53.14,413021.05,56.0
430230.44,58.39,53.22,413021.05,56.06
430178.71,58.47,53.29,413078.13,56.14
430549.43,58.56,53.38,413650.39,56.26
430821.84,58.64,53.47,413993.02,56.35
430627.7,58.64,53.46,413846.06,56.35
430656.47,58.64,53.47,413881.75,56.35
430461.68,58.63,53.46,413700.71,56.35
430409.96,58.7,53.53,414070.35,56.47
430546.78,58.79,53.61,414070.35,56.54
430495.06,58.86,53.69,414070.35,56.61
430132.62,58.85,53.68,413937.03,56.63
430269.44,58.93,53.76,413937.03,56.7
429909.03,58.92,53.75,413492.61,56.67
429857.31,58.99,53.82,413505.91,56.75
429805.58,59.07,53.9,413495.07,56.83
429753.86,59.14,53.97,413525.57,56.91
429750.04,59.22,54.05,413695.27,57.01
429650.41,59.29,54.12,413859.13,57.11
429598.69,59.37,54.19,413862.96,57.19
429546.96,59.44,54.27,413860.15,57.27
429495.24,59.52,54.34,413859.13,57.35
429443.51,59.59,54.42,413859.13,57.43
429715.92,59.68,54.51,414028.15,57.5
430059.63,59.76,54.59,414281.52,57.57
430007.9,59.83,54.66,414303.38,57.65
429968.05,59.91,54.74,414584.13,57.77
429904.46,59.99,54.81,414433.03,57.83
430275.17,60.08,54.91,414433.03,57.87
430223.45,60.15,54.98,414433.03,57.95
430171.73,60.23,55.06,414433.03,58.03
429877.59,60.22,55.04,414222.13,58.02
429825.87,60.29,55.12,414223.45,58.11
429830.22,60.29,55.12,414224.78,58.11
429967.05,60.38,55.21,414224.06,58.17
430337.76,60.47,55.3,414641.35,58.27
430286.04,60.55,55.38,414789.17,58.37
430234.32,60.63,55.46,415155.12,58.51
429949.47,60.62,55.45,414906.35,58.5
429897.75,60.7,55.53,414906.35,58.58
429846.02,60.78,55.61,414906.35,58.67
429551.89,60.76,55.59,414577.07,58.65
429288.23,60.76,55.59,414431.42,58.66
429236.51,60.84,55.67,414445.12,58.74
429184.78,60.92,55.74,414487.62,58.83
429133.06,61.0,55.82,414443.9,58.91
428133.06,60.94,55.77,413443.9,58.85
428269.88,61.03,55.86,413431.42,58.92
428406.71,61.12,55.95,413499.24,58.99
428202.58,61.11,55.94,413332.03,58.99
428150.85,61.19,56.02,413621.66,59.11
428423.26,61.29,56.11,413621.66,59.17
428219.13,61.28,56.11,413486.46,59.17
427856.69,61.27,56.1,413091.78,59.15
428227.41,61.36,56.19,413091.78,59.19
428175.68,61.44,56.27,413091.78,59.28
428123.96,61.52,56.35,413102.31,59.36
428260.78,61.61,56.44,413093.89,59.43
428232.8,61.7,56.53,413170.74,59.53
428668.02,61.85,56.68,414766.01,59.85
428359.14,61.88,56.71,414272.91,59.84
428307.42,61.96,56.79,414272.91,59.93
428255.69,62.04,56.87,414272.91,60.02
427961.56,62.03,56.86,413982.39,60.0
427909.84,62.11,56.94,413982.39,60.09
427858.11,62.2,57.02,413988.74,60.18
427806.39,62.28,57.11,413984.82,60.27
428078.8,62.38,57.2,414016.99,60.33
428027.07,62.46,57.29,414385.17,60.47
427975.35,62.54,57.37,414296.42,60.54
428346.07,62.64,57.47,414296.42,60.59
428716.78,62.74,57.57,414317.21,60.63
428468.13,62.73,57.56,414076.08,60.62
428838.85,62.83,57.66,414065.91,60.66
428787.12,62.91,57.74,414056.97,60.75
428735.4,63.0,57.83,414055.29,60.84
428683.68,63.08,57.91,414739.01,61.03
428820.5,63.18,58.01,415212.82,61.17
428768.78,63.26,58.09,415406.64,61.29
428717.05,63.35,58.18,415406.64,61.38
428354.61,63.34,58.17,415277.86,61.41
428302.89,63.43,58.25,415277.86,61.5
428439.71,63.52,58.35,415282.57,61.57
428387.99,63.61,58.44,415277.96,61.66
428336.26,63.7,58.52,415281.95,61.76
428284.54,63.78,58.61,415308.19,61.85
427990.41,63.77,58.6,415024.16,61.84
428127.24,63.87,58.7,415503.33,61.98
428399.64,63.97,58.8,415702.03,62.07
428386.21,63.99,58.82,415559.46,62.07
428756.93,64.09,58.92,415559.46,62.12
428705.2,64.18,59.01,415559.46,62.21
428842.03,64.28,59.11,415560.17,62.29
428790.3,64.37,59.19,415560.3,62.38
428586.17,64.36,59.19,415343.12,62.37
428723.0,64.46,59.28,415342.52,62.45
428859.82,64.56,59.38,415785.26,62.59
428862.72,64.56,59.38,415807.82,62.59
428811.0,64.65,59.47,415836.3,62.69
428759.28,64.74,59.56,416366.31,62.86
428707.55,64.83,59.65,416366.31,62.96
428655.83,64.92,59.74,416366.31,63.06
428303.39,64.91,59.74,415975.72,63.04
428251.66,65.0,59.83,415977.01,63.14
428199.94,65.09,59.92,416073.03,63.25
428148.21,65.18,60.01,416021.47,63.33
428285.04,65.28,60.11,416008.61,63.41
428675.6,65.39,60.22,416637.4,63.55
428678.5,65.39,60.22,416644.22,63.55
428644.51,65.48,60.31,416610.11,63.64
428592.79,65.58,60.4,416610.11,63.74
428541.07,65.67,60.5,416610.11,63.84
428677.89,65.77,60.6,416610.11,63.92
429003.26,65.88,60.71,416610.13,63.98
428951.53,65.97,60.8,416610.12,64.08
428899.81,66.07,60.89,417028.55,64.24
428848.08,66.16,60.99,417131.05,64.35
428796.36,66.26,61.08,417133.16,64.45
428407.79,66.24,61.07,416765.58,64.44
428778.5,66.35,61.18,416765.58,64.49
428915.33,66.45,61.28,416765.58,64.57
428863.61,66.55,61.38,416765.58,64.67
428811.88,66.64,61.47,416766.33,64.77
428760.16,66.74,61.57,416765.58,64.87
428473.07,66.73,61.56,416519.94,64.87
428421.35,66.82,61.65,416519.94,64.97
428693.75,66.93,61.76,417324.7,65.16
428642.03,67.03,61.86,417409.94,65.27
428283.15,67.02,61.85,417081.69,65.27
428736.52,67.13,61.96,417081.69,65.3
428684.8,67.23,62.05,417081.69,65.41
428388.56,67.21,62.04,416799.94,65.39
428336.83,67.31,62.14,416805.46,65.5
427336.83,67.26,62.09,415805.46,65.44
427473.66,67.37,62.19,415801.71,65.53
427421.93,67.46,62.29,415800.12,65.63
427370.21,67.56,62.39,416132.61,65.79
427318.49,67.66,62.49,416140.66,65.89
427326.82,67.77,62.6,416600.91,66.07
427326.82,67.77,62.6,416598.7,66.07
427275.1,67.87,62.7,416598.7,66.17
