ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_4df0-policy_DotProd1000demergemd30cc-de_merge-gs_random-scmd_30cc-origin_milli,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_4df0-policy_DotProd1000demergemd30cc-de_merge-gs_random-scmd_30cc-origin_ratio,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_4df0-policy_DotProd1000demergemd30cc-de_merge-gs_random-scmd_30cc-origin_q124,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_4df0-policy_DotProd1000demergemd30cc-de_merge-gs_random-scmd_30cc-bellman_milli,ow_cpu050-dr_0.0-tn_1.3-ts_42-if_1.0-ccmd_4df0-policy_DotProd1000demergemd30cc-de_merge-gs_random-scmd_30cc-bellman_ratio
416411.62,8.14,2.97,163617.84,3.2
416359.89,8.14,2.97,163534.23,3.2
416496.72,8.15,2.97,163656.85,3.2
416445.0,8.15,2.97,163599.85,3.2
416393.27,8.15,2.97,163486.75,3.2
416341.55,8.15,2.97,163486.75,3.2
416289.82,8.15,2.98,163483.51,3.2
416562.23,8.15,2.98,163679.68,3.2
416510.51,8.15,2.98,163676.43,3.2
416156.03,8.15,2.98,163305.75,3.2
416428.44,8.15,2.98,163501.92,3.2
416428.44,8.15,2.98,163501.92,3.2
416565.27,8.16,2.99,163624.54,3.2
416837.67,8.16,2.99,163860.97,3.21
417357.9,8.18,3.0,164074.82,3.21
417306.18,8.18,3.0,164009.82,3.21
417254.45,8.18,3.0,163961.71,3.21
417262.08,8.18,3.01,164823.36,3.23
417262.08,8.18,3.01,164823.36,3.23
419873.49,8.23,3.06,167378.33,3.28
420010.32,8.24,3.06,167500.95,3.28
419958.6,8.24,3.06,167443.96,3.28
421207.88,8.26,3.09,169067.16,3.32
421344.71,8.26,3.09,169189.77,3.32
421715.42,8.27,3.1,169490.7,3.32
421663.7,8.27,3.1,169461.21,3.32
421800.53,8.28,3.1,169556.32,3.33
421748.8,8.28,3.11,169526.83,3.33
421697.08,8.28,3.11,169443.22,3.33
421409.99,8.27,3.1,169086.34,3.32
421057.55,8.27,3.09,168806.92,3.31
421194.37,8.27,3.1,168929.53,3.32
421142.65,8.27,3.1,168872.54,3.32
421090.92,8.27,3.1,168759.43,3.32
421461.64,8.28,3.11,169200.81,3.32
421409.92,8.28,3.11,169087.71,3.32
421358.19,8.28,3.11,169087.71,3.32
421306.47,8.28,3.11,169058.22,3.32
421306.47,8.28,3.11,169058.22,3.32
420944.03,8.28,3.1,168676.84,3.32
421314.75,8.28,3.11,168676.84,3.32
421685.46,8.29,3.12,168988.26,3.32
421633.74,8.29,3.12,168988.26,3.32
421582.02,8.29,3.12,169351.38,3.33
421530.29,8.29,3.12,169394.28,3.33
421478.57,8.29,3.12,169281.18,3.33
421116.12,8.29,3.12,168935.16,3.32
421064.4,8.29,3.12,168935.16,3.33
420701.96,8.28,3.11,168600.13,3.32
420650.23,8.28,3.11,168596.89,3.32
420598.51,8.28,3.11,168487.03,3.32
420546.79,8.28,3.11,168373.92,3.32
420546.79,8.28,3.11,168373.92,3.32
420683.61,8.29,3.12,168560.1,3.32
420820.44,8.29,3.12,168682.71,3.32
420768.71,8.29,3.12,168633.4,3.32
420905.54,8.3,3.12,168756.02,3.33
421284.23,8.31,3.13,169064.39,3.33
421421.05,8.31,3.14,169187.01,3.34
421746.42,8.32,3.14,169522.81,3.34
421694.69,8.32,3.14,169457.81,3.34
421831.52,8.32,3.15,169588.43,3.35
421779.8,8.32,3.15,169523.43,3.34
421728.07,8.32,3.15,169475.33,3.34
422000.48,8.33,3.16,169728.75,3.35
421948.75,8.33,3.16,169668.25,3.35
421790.2,8.33,3.15,169523.09,3.35
421631.81,8.32,3.15,169365.34,3.34
421580.08,8.32,3.15,169252.24,3.34
421296.21,8.32,3.15,169003.52,3.34
421433.03,8.32,3.15,169189.92,3.34
421569.86,8.33,3.16,169312.53,3.34
421209.44,8.32,3.15,169025.66,3.34
421157.72,8.32,3.15,168968.66,3.34
420870.63,8.32,3.14,168660.52,3.33
420870.63,8.32,3.14,168660.52,3.33
420576.5,8.31,3.14,168384.49,3.33
420524.78,8.31,3.14,168355.0,3.33
420473.05,8.31,3.14,168271.39,3.33
420421.33,8.31,3.14,168241.9,3.33
420558.15,8.32,3.14,168337.01,3.33
420694.98,8.32,3.15,168223.91,3.33
420643.26,8.32,3.15,168410.08,3.33
420591.53,8.32,3.15,168380.59,3.33
420591.53,8.32,3.15,168380.59,3.33
420539.81,8.32,3.15,168296.98,3.33
420676.63,8.33,3.15,168419.6,3.33
421047.35,8.34,3.16,168720.52,3.34
420995.63,8.34,3.16,168700.21,3.34
421132.45,8.34,3.17,168786.14,3.34
421080.73,8.34,3.17,168756.65,3.34
421029.01,8.34,3.17,168673.04,3.34
420977.28,8.34,3.17,168643.55,3.34
420925.56,8.34,3.17,168559.94,3.34
420573.11,8.34,3.16,168280.51,3.34
420521.39,8.34,3.16,168260.2,3.34
420793.8,8.34,3.17,168492.7,3.34
421164.52,8.35,3.18,168607.64,3.34
421535.23,8.36,3.19,169311.26,3.36
421672.06,8.36,3.19,169433.88,3.36
421672.06,8.36,3.19,169433.88,3.36
421620.33,8.36,3.19,169384.33,3.36
421568.61,8.36,3.19,169364.02,3.36
421516.89,8.37,3.19,169271.23,3.36
421465.16,8.37,3.19,169158.13,3.36
421413.44,8.37,3.19,169158.13,3.36
421361.71,8.37,3.19,169154.89,3.36
421498.54,8.37,3.2,169223.75,3.36
421136.1,8.37,3.19,168731.84,3.35
421272.92,8.37,3.2,168731.84,3.35
420978.79,8.36,3.19,168455.81,3.35
420927.07,8.36,3.19,168455.81,3.35
420722.94,8.36,3.19,168291.48,3.34
420671.21,8.36,3.19,168291.48,3.35
420619.49,8.36,3.19,168293.61,3.35
420567.77,8.36,3.19,168292.98,3.35
420516.04,8.36,3.19,168291.48,3.35
420464.32,8.36,3.19,168594.88,3.35
420835.04,8.37,3.2,168838.09,3.36
420472.59,8.37,3.19,168539.48,3.35
420745.0,8.37,3.2,168529.47,3.35
420881.83,8.38,3.2,168529.47,3.35
421018.65,8.38,3.21,168529.47,3.35
420666.21,8.37,3.2,168219.73,3.35
420614.49,8.37,3.2,168210.8,3.35
420751.31,8.38,3.21,168210.8,3.35
421083.07,8.39,3.21,171744.15,3.42
421352.18,8.39,3.22,170967.46,3.41
423397.43,8.43,3.26,171812.38,3.42
423345.71,8.44,3.26,171812.38,3.42
422345.71,8.42,3.24,170812.38,3.4
422293.98,8.42,3.25,170868.04,3.41
422242.26,8.42,3.25,170812.38,3.41
421242.26,8.4,3.23,169812.38,3.39
421190.53,8.4,3.23,170477.67,3.4
421138.81,8.4,3.23,170366.36,3.4
420828.24,8.4,3.22,169415.33,3.38
420688.22,8.4,3.22,169594.78,3.38
420825.04,8.4,3.23,169594.78,3.38
420773.32,8.4,3.23,169594.78,3.39
420721.59,8.4,3.23,169594.78,3.39
420434.5,8.4,3.22,169286.64,3.38
420382.78,8.4,3.22,169291.98,3.38
420331.06,8.4,3.22,169290.82,3.38
420858.71,8.41,3.24,169638.14,3.39
420806.99,8.41,3.24,169801.48,3.39
420755.26,8.41,3.24,169970.41,3.4
420552.97,8.41,3.23,169861.31,3.39
420923.69,8.41,3.24,169846.95,3.39
420871.97,8.41,3.24,169853.62,3.4
420820.24,8.41,3.24,169918.97,3.4
421284.28,8.43,3.25,173265.41,3.47
422604.34,8.45,3.28,173522.69,3.47
423559.18,8.47,3.3,173262.38,3.47
423929.9,8.48,3.31,173248.02,3.47
424066.72,8.49,3.31,173248.02,3.47
423779.63,8.48,3.31,172941.99,3.46
423727.91,8.48,3.31,172940.18,3.46
423676.19,8.48,3.31,172937.42,3.46
423671.95,8.48,3.31,175409.34,3.51
425046.68,8.51,3.34,175859.64,3.52
425046.68,8.51,3.34,175859.64,3.52
426055.12,8.53,3.36,175997.42,3.53
426003.4,8.53,3.36,175997.42,3.53
425709.27,8.53,3.36,175721.39,3.52
425657.54,8.53,3.36,175721.39,3.52
425605.82,8.53,3.36,175721.93,3.52
425976.54,8.54,3.37,175722.11,3.52
426355.23,8.55,3.37,176241.03,3.53
426196.68,8.54,3.37,176083.03,3.53
425983.25,8.54,3.37,175942.87,3.53
425931.52,8.54,3.37,176127.75,3.53
426068.35,8.54,3.37,176405.62,3.54
426016.63,8.55,3.37,176392.68,3.54
425654.18,8.54,3.37,176206.34,3.53
426016.93,8.55,3.37,176405.26,3.54
425965.21,8.55,3.38,176323.18,3.54
426102.03,8.55,3.38,176231.61,3.54
426085.92,8.55,3.38,177801.52,3.57
425927.37,8.55,3.38,177656.21,3.57
426151.51,8.56,3.38,177872.85,3.57
426514.56,8.57,3.39,177379.49,3.56
426228.56,8.56,3.39,177241.53,3.56
425908.56,8.55,3.38,176921.53,3.55
425243.56,8.54,3.37,176165.04,3.54
425622.25,8.55,3.38,176165.04,3.54
425570.53,8.55,3.38,176165.04,3.54
425707.35,8.56,3.38,176165.04,3.54
425655.63,8.56,3.38,176177.99,3.54
425792.46,8.56,3.39,176166.03,3.54
425740.73,8.56,3.39,176166.0,3.54
426013.14,8.57,3.4,176165.04,3.54
426338.5,8.58,3.4,177715.64,3.57
425978.09,8.57,3.4,177277.1,3.57
426250.5,8.58,3.4,177267.09,3.57
426198.77,8.58,3.4,177258.17,3.57
425981.79,8.57,3.4,177040.63,3.56
425930.07,8.57,3.4,177806.6,3.58
425771.51,8.57,3.4,177646.02,3.58
425719.79,8.57,3.4,177140.58,3.57
425703.68,8.57,3.4,177231.76,3.57
425640.08,8.57,3.4,177865.08,3.58
425612.53,8.57,3.4,177289.63,3.57
425512.89,8.57,3.4,177207.45,3.57
425649.72,8.58,3.41,177207.45,3.57
426020.44,8.59,3.41,177207.45,3.57
426157.26,8.59,3.42,177207.45,3.57
426105.54,8.59,3.42,177213.24,3.57
426053.82,8.59,3.42,177208.84,3.57
426002.09,8.59,3.42,177207.45,3.57
425950.37,8.59,3.42,177901.25,3.59
425898.64,8.59,3.42,177973.56,3.59
425846.92,8.59,3.42,177973.56,3.59
425983.75,8.6,3.43,177973.56,3.59
426120.57,8.6,3.43,177975.03,3.59
426068.85,8.6,3.43,177974.47,3.59
426017.12,8.6,3.43,177973.62,3.59
426153.95,8.61,3.44,177973.56,3.6
426102.22,8.61,3.44,178628.26,3.61
425739.78,8.6,3.43,178284.31,3.6
425876.61,8.61,3.43,178375.22,3.6
425824.88,8.61,3.44,178375.22,3.61
425773.16,8.61,3.44,178375.22,3.61
425721.44,8.61,3.44,178375.22,3.61
425669.71,8.61,3.44,178387.22,3.61
425617.99,8.61,3.44,178376.21,3.61
425623.79,8.61,3.44,178390.6,3.61
425329.66,8.61,3.43,178063.39,3.6
425171.11,8.6,3.43,177905.3,3.6
425119.38,8.6,3.43,177932.0,3.6
425159.09,8.61,3.43,178199.56,3.61
425000.54,8.6,3.43,178050.92,3.6
425207.38,8.61,3.44,178105.66,3.61
425155.66,8.61,3.44,178105.66,3.61
425103.94,8.61,3.44,178105.66,3.61
425052.21,8.61,3.44,178105.66,3.61
425000.49,8.61,3.44,178235.97,3.61
424948.76,8.61,3.44,178148.38,3.61
424897.04,8.61,3.44,178143.43,3.61
424893.22,8.61,3.44,178167.42,3.61
425121.28,8.62,3.45,178436.87,3.62
425258.11,8.62,3.45,178436.87,3.62
424921.02,8.62,3.45,178170.71,3.61
424869.3,8.62,3.45,178170.71,3.61
424817.57,8.62,3.45,178170.71,3.61
424765.85,8.62,3.45,178188.0,3.62
425038.25,8.63,3.45,178184.03,3.62
425175.08,8.63,3.46,178174.11,3.62
425123.36,8.63,3.46,178918.65,3.63
425494.07,8.64,3.47,179268.89,3.64
425766.48,8.65,3.47,179268.89,3.64
425591.41,8.64,3.47,179145.12,3.64
425728.24,8.65,3.47,179145.12,3.64
425676.51,8.65,3.48,179145.12,3.64
426047.23,8.66,3.48,179168.41,3.64
426184.06,8.66,3.49,179150.85,3.64
426132.33,8.66,3.49,179145.12,3.64
426080.61,8.66,3.49,180124.26,3.66
426217.43,8.67,3.49,180466.63,3.67
426354.26,8.67,3.5,180466.63,3.67
425991.82,8.66,3.49,180015.57,3.66
426128.64,8.67,3.5,180015.57,3.66
425740.04,8.66,3.49,179601.16,3.65
425688.32,8.66,3.49,179601.16,3.65
425636.59,8.66,3.49,179610.82,3.66
426015.28,8.67,3.5,179601.16,3.66
426386.0,8.68,3.51,180290.0,3.67
426522.83,8.68,3.51,180650.34,3.68
426471.1,8.68,3.51,180846.22,3.68
426419.38,8.68,3.51,180846.22,3.68
426367.65,8.69,3.51,180846.22,3.68
426007.24,8.68,3.51,180682.16,3.68
425955.52,8.68,3.51,180776.07,3.68
426317.67,8.69,3.52,180683.88,3.68
426265.95,8.69,3.52,180682.16,3.68
427710.83,8.72,3.55,183633.6,3.74
427659.11,8.72,3.55,183633.6,3.74
427364.97,8.71,3.54,183421.54,3.74
427206.42,8.71,3.54,183260.96,3.74
426992.38,8.71,3.53,183014.71,3.73
426698.77,8.7,3.53,181990.6,3.71
427108.45,8.71,3.54,182193.27,3.72
427056.72,8.71,3.54,182193.27,3.72
427005.0,8.71,3.54,182193.27,3.72
427141.82,8.72,3.54,182205.28,3.72
427512.54,8.73,3.55,182199.02,3.72
427649.37,8.73,3.56,182194.22,3.72
428020.08,8.74,3.57,183318.09,3.74
428156.91,8.74,3.57,183667.96,3.75
428105.19,8.74,3.57,183667.96,3.75
427752.74,8.74,3.56,183081.52,3.74
427701.02,8.74,3.57,183081.52,3.74
427348.58,8.73,3.56,182901.62,3.74
427296.85,8.73,3.56,182901.62,3.74
427245.13,8.73,3.56,182903.59,3.74
427381.96,8.74,3.56,182902.33,3.74
427752.67,8.75,3.57,182901.62,3.74
427700.95,8.75,3.57,182901.62,3.74
427542.4,8.74,3.57,182743.85,3.74
427490.68,8.74,3.57,183373.08,3.75
427128.23,8.74,3.56,182982.47,3.74
427076.51,8.74,3.57,182982.47,3.74
427447.23,8.75,3.57,182982.47,3.74
427084.79,8.74,3.57,183093.81,3.75
427033.06,8.74,3.57,183055.34,3.75
426981.34,8.74,3.57,182982.47,3.75
426929.61,8.74,3.57,183646.99,3.76
426515.82,8.75,3.58,183646.99,3.77
427427.35,8.77,3.6,184587.88,3.79
427011.58,8.76,3.59,183672.46,3.77
426717.45,8.76,3.58,183375.07,3.76
426256.52,8.75,3.58,182935.08,3.75
426581.88,8.76,3.58,182935.08,3.75
426530.16,8.76,3.58,182935.08,3.76
426892.31,8.77,3.59,182935.44,3.76
426840.59,8.77,3.59,182935.31,3.76
427211.3,8.77,3.6,182935.08,3.76
427159.58,8.78,3.6,183662.5,3.77
427107.86,8.78,3.6,183859.47,3.78
426949.31,8.77,3.6,183699.56,3.77
426897.58,8.77,3.6,183837.31,3.78
426845.86,8.77,3.6,183837.71,3.78
426552.45,8.77,3.6,183695.56,3.78
426500.72,8.77,3.6,183695.25,3.78
426637.55,8.77,3.6,183695.19,3.78
426585.83,8.77,3.6,183703.79,3.78
426534.1,8.78,3.6,183700.53,3.78
426482.38,8.78,3.6,183695.17,3.78
426442.53,8.78,3.6,184044.72,3.79
426378.93,8.78,3.61,183883.72,3.79
426327.21,8.78,3.61,183883.72,3.79
426697.92,8.79,3.61,183883.72,3.79
426697.92,8.79,3.61,183883.72,3.79
426834.75,8.79,3.62,183886.63,3.79
426783.03,8.79,3.62,183883.72,3.79
426731.3,8.79,3.62,183883.72,3.79
426679.58,8.79,3.62,184217.08,3.8
426816.4,8.8,3.63,184437.94,3.8
426764.68,8.8,3.63,184574.58,3.81
426712.96,8.8,3.63,184574.58,3.81
426661.23,8.8,3.63,184574.58,3.81
426933.64,8.81,3.63,184574.58,3.81
426881.91,8.81,3.64,184584.4,3.81
426519.47,8.8,3.63,184332.11,3.8
426467.75,8.8,3.63,184322.92,3.8
426416.02,8.8,3.63,184322.28,3.8
426364.3,8.8,3.63,184717.15,3.81
426312.57,8.8,3.63,184633.16,3.81
426260.85,8.8,3.63,184633.16,3.81
426209.13,8.81,3.63,184633.16,3.81
426345.95,8.81,3.64,184633.16,3.82
426294.23,8.81,3.64,184635.14,3.82
426242.5,8.81,3.64,184634.65,3.82
426621.19,8.82,3.65,184633.16,3.82
426462.64,8.82,3.64,184474.38,3.81
426410.92,8.82,3.65,185014.84,3.83
426547.74,8.82,3.65,185274.86,3.83
426343.61,8.82,3.65,185083.98,3.83
426291.89,8.82,3.65,185083.98,3.83
426240.17,8.82,3.65,185083.98,3.83
426106.1,8.82,3.64,184958.63,3.83
426054.38,8.82,3.65,184979.15,3.83
426002.65,8.82,3.65,185009.31,3.83
426002.65,8.82,3.65,185009.31,3.83
425950.93,8.82,3.65,184958.84,3.83
426087.75,8.82,3.65,185231.35,3.84
426458.47,8.83,3.66,185362.5,3.84
426461.37,8.83,3.66,185380.35,3.84
426409.65,8.83,3.66,185530.32,3.84
426357.92,8.83,3.66,185530.32,3.84
426306.2,8.83,3.66,185530.32,3.84
425943.76,8.83,3.66,185224.57,3.84
425892.03,8.83,3.66,185237.32,3.84
425892.03,8.83,3.66,185237.32,3.84
425892.03,8.83,3.66,185227.09,3.84
426164.44,8.84,3.66,185221.28,3.84
426112.72,8.84,3.66,185218.41,3.84
426060.99,8.84,3.66,185561.09,3.85
426009.27,8.84,3.67,185379.75,3.85
426146.09,8.84,3.67,185698.92,3.85
426094.37,8.84,3.67,185698.92,3.85
426456.52,8.85,3.68,185698.92,3.85
426404.8,8.85,3.68,185699.69,3.86
426353.08,8.85,3.68,185699.77,3.86
426301.35,8.85,3.68,185698.92,3.86
426005.0,8.85,3.68,185386.5,3.85
425953.28,8.85,3.68,185828.58,3.86
426324.0,8.86,3.69,185985.01,3.86
426301.33,8.86,3.69,186307.29,3.87
426438.16,8.86,3.69,186307.29,3.87
426574.99,8.87,3.7,186307.29,3.87
426523.26,8.87,3.7,186307.29,3.87
426885.42,8.88,3.7,186308.11,3.87
426885.42,8.88,3.7,186319.47,3.87
426833.69,8.88,3.71,186320.48,3.88
426781.97,8.88,3.71,186357.84,3.88
426826.77,8.88,3.71,187392.44,3.9
426717.54,8.88,3.71,187148.65,3.89
426665.82,8.88,3.71,187148.65,3.9
426614.09,8.88,3.71,187148.65,3.9
426750.92,8.89,3.71,187148.65,3.9
427023.33,8.89,3.72,187167.59,3.9
427295.73,8.9,3.73,187279.62,3.9
427432.56,8.9,3.73,187462.38,3.91
427380.83,8.91,3.73,187641.85,3.91
427329.11,8.91,3.73,188195.48,3.92
427465.94,8.91,3.74,188195.48,3.92
427110.55,8.9,3.73,187784.69,3.91
427058.83,8.91,3.73,187784.69,3.92
427007.11,8.91,3.73,187788.57,3.92
426955.38,8.91,3.73,187786.73,3.92
427326.1,8.92,3.74,187784.69,3.92
427704.79,8.92,3.75,188370.94,3.93
428075.51,8.93,3.76,189213.25,3.95
428023.78,8.93,3.76,189417.25,3.95
427972.06,8.93,3.76,189417.25,3.95
427920.33,8.94,3.76,189417.25,3.96
427557.89,8.93,3.76,188793.34,3.94
427267.18,8.92,3.75,188615.32,3.94
427539.59,8.93,3.76,188676.45,3.94
427487.87,8.93,3.76,188626.76,3.94
427487.87,8.93,3.76,188622.98,3.94
427624.69,8.94,3.76,188611.55,3.94
427572.97,8.94,3.76,188611.55,3.94
427521.25,8.94,3.76,189181.0,3.95
427469.52,8.94,3.77,189093.85,3.95
427606.35,8.94,3.77,189093.85,3.95
427977.06,8.95,3.78,189093.85,3.95
427925.34,8.95,3.78,189101.46,3.96
427873.62,8.95,3.78,189100.58,3.96
427821.89,8.95,3.78,189094.68,3.96
427958.72,8.96,3.78,189094.27,3.96
427906.99,8.96,3.79,189809.63,3.97
428043.82,8.96,3.79,190077.63,3.98
427885.27,8.96,3.79,189928.25,3.98
427522.83,8.95,3.78,189545.81,3.97
427471.1,8.95,3.78,189545.81,3.97
427419.38,8.95,3.78,189545.81,3.97
427367.66,8.96,3.78,189547.68,3.97
427504.48,8.96,3.79,189545.88,3.97
427452.76,8.96,3.79,189545.84,3.97
427459.88,8.96,3.79,189510.18,3.97
427408.16,8.96,3.79,189765.46,3.98
427356.43,8.96,3.79,189748.66,3.98
427304.71,8.96,3.79,189691.5,3.98
427307.61,8.96,3.79,189692.94,3.98
426893.81,8.97,3.8,189692.94,3.99
427030.64,8.97,3.8,189692.94,3.99
427303.05,8.98,3.81,189692.94,3.99
427439.87,8.99,3.81,189692.94,3.99
427810.59,8.99,3.82,189694.84,3.99
427758.87,8.99,3.82,189693.78,3.99
427895.69,9.0,3.83,189692.94,3.99
428032.52,9.0,3.83,189692.94,3.99
427738.39,9.0,3.83,189426.6,3.98
427686.66,9.0,3.83,190934.31,4.02
427686.66,9.0,3.83,190943.78,4.02
427634.94,9.0,3.83,190943.78,4.02
427583.22,9.0,3.83,190943.78,4.02
427583.22,9.0,3.83,190943.78,4.02
427531.49,9.0,3.83,190948.22,4.02
427479.77,9.0,3.83,190947.45,4.02
427428.04,9.0,3.83,190943.78,4.02
427376.32,9.0,3.83,191099.78,4.03
427324.59,9.0,3.83,190944.8,4.02
427030.46,9.0,3.83,190680.81,4.02
426757.98,8.99,3.82,190429.65,4.01
426706.25,8.99,3.82,190428.63,4.01
427068.41,9.0,3.83,190428.63,4.01
427016.68,9.0,3.83,190428.63,4.02
427153.51,9.01,3.84,190428.65,4.02
427101.79,9.01,3.84,190428.63,4.02
427050.06,9.01,3.84,190428.63,4.02
427186.89,9.01,3.84,190995.02,4.03
426824.45,9.01,3.84,190571.43,4.02
427195.16,9.02,3.84,190748.03,4.03
427331.99,9.02,3.85,191160.31,4.04
426891.29,9.01,3.84,190699.68,4.03
426839.57,9.01,3.84,190699.68,4.03
426787.84,9.01,3.84,190699.68,4.03
426425.4,9.01,3.83,190593.34,4.03
426373.68,9.01,3.84,190605.72,4.03
426321.95,9.01,3.84,190594.17,4.03
426270.23,9.01,3.84,190593.34,4.03
426218.5,9.01,3.84,190784.5,4.03
426263.3,9.01,3.84,190770.42,4.03
426115.06,9.01,3.84,190593.34,4.03
425781.18,9.01,3.83,190222.1,4.02
426151.9,9.01,3.84,190222.1,4.02
426151.9,9.01,3.84,190220.37,4.02
426100.17,9.02,3.84,190220.37,4.02
425906.04,9.01,3.84,190084.04,4.02
425854.32,9.01,3.84,190089.66,4.02
425802.59,9.01,3.84,190103.16,4.02
425806.94,9.01,3.84,190131.83,4.02
426260.32,9.02,3.85,190594.73,4.03
426631.04,9.03,3.86,191699.81,4.06
426688.98,9.04,3.86,191939.58,4.06
426917.6,9.04,3.87,191852.71,4.06
427280.35,9.05,3.88,191852.71,4.06
427605.72,9.06,3.89,191852.71,4.06
427742.54,9.06,3.89,191852.71,4.07
427879.37,9.07,3.9,191852.71,4.07
427827.64,9.07,3.9,191950.27,4.07
427775.92,9.07,3.9,191852.71,4.07
427724.2,9.07,3.9,192837.19,4.09
427996.6,9.08,3.9,193231.9,4.1
427632.13,9.07,3.9,192885.63,4.09
427580.41,9.07,3.9,192885.63,4.09
427905.77,9.08,3.91,192885.63,4.09
427611.64,9.07,3.9,192691.11,4.09
427559.92,9.07,3.9,192700.47,4.09
427508.19,9.08,3.9,192699.69,4.09
427456.47,9.08,3.9,192705.12,4.09
427404.74,9.08,3.9,192724.49,4.09
427541.57,9.08,3.91,193314.16,4.11
427678.4,9.09,3.91,193431.56,4.11
428049.11,9.09,3.92,193431.56,4.11
427997.39,9.1,3.92,193431.56,4.11
427945.67,9.1,3.92,193431.56,4.11
427893.94,9.1,3.92,193438.59,4.11
427842.22,9.1,3.93,193431.56,4.11
427790.49,9.1,3.93,193431.56,4.11
427750.64,9.1,3.93,193922.62,4.13
427336.85,9.11,3.93,193922.62,4.13
427273.25,9.11,3.93,193879.87,4.13
427221.53,9.11,3.94,193879.87,4.13
427358.35,9.11,3.94,193879.87,4.13
427306.63,9.11,3.94,193885.03,4.14
427443.46,9.12,3.95,193881.36,4.14
427580.28,9.12,3.95,193880.55,4.14
427217.84,9.12,3.94,193492.24,4.13
427217.84,9.12,3.94,193492.24,4.13
427166.12,9.12,3.94,193491.56,4.13
427114.39,9.12,3.94,194128.43,4.14
426915.93,9.11,3.94,193892.04,4.14
426864.2,9.11,3.94,193791.33,4.14
426812.48,9.11,3.94,193791.33,4.14
426949.31,9.12,3.95,193791.33,4.14
426897.58,9.12,3.95,193791.33,4.14
426845.86,9.12,3.95,193793.55,4.14
426794.13,9.12,3.95,193793.28,4.14
426742.41,9.12,3.95,193791.33,4.14
426553.87,9.12,3.95,193619.37,4.14
426838.15,9.13,3.95,194224.13,4.15
426774.55,9.13,3.95,194104.42,4.15
425774.55,9.11,3.94,193104.42,4.13
425722.83,9.11,3.94,193104.42,4.13
425671.11,9.11,3.94,193104.42,4.13
425619.38,9.11,3.94,193110.49,4.13
425619.38,9.11,3.94,193126.5,4.13
425567.66,9.11,3.94,193124.38,4.13
425515.93,9.11,3.94,193122.78,4.14
425652.76,9.12,3.94,193121.41,4.14
425601.03,9.12,3.94,193441.65,4.14
425549.31,9.12,3.95,193303.7,4.14
425686.14,9.12,3.95,193303.7,4.14
425634.41,9.12,3.95,193303.7,4.14
425582.69,9.12,3.95,193303.7,4.14
425530.96,9.13,3.95,193317.12,4.15
425479.24,9.13,3.95,193314.58,4.15
425616.07,9.13,3.96,193311.69,4.15
425994.75,9.14,3.97,194001.74,4.16
425943.03,9.14,3.97,194096.73,4.17
425891.31,9.14,3.97,194096.73,4.17
426028.13,9.15,3.97,194096.73,4.17
425667.72,9.14,3.97,193733.22,4.16
425615.99,9.14,3.97,193733.22,4.16
425986.71,9.15,3.98,193733.22,4.16
425934.99,9.15,3.98,193733.22,4.16
425883.26,9.15,3.98,193733.22,4.16
425831.54,9.15,3.98,194284.6,4.18
426103.95,9.16,3.99,194604.31,4.18
426052.22,9.16,3.99,194604.31,4.18
426000.5,9.16,3.99,194604.31,4.18
426137.32,9.16,3.99,194604.31,4.19
426085.6,9.17,3.99,194619.91,4.19
426033.88,9.17,3.99,194617.93,4.19
426306.28,9.17,4.0,194610.35,4.19
426254.56,9.17,4.0,194625.63,4.19
426050.43,9.17,4.0,194449.36,4.19
425998.7,9.17,4.0,194946.9,4.2
426003.05,9.17,4.0,194980.73,4.2
426139.88,9.18,4.0,194980.73,4.2
426088.16,9.18,4.0,194980.73,4.2
425735.71,9.17,4.0,194698.34,4.19
425872.54,9.17,4.0,194698.74,4.19
425820.82,9.18,4.0,194698.46,4.2
425769.09,9.18,4.0,194699.07,4.2
425717.37,9.18,4.0,194699.4,4.2
425665.64,9.18,4.01,195187.46,4.21
425613.92,9.18,4.01,195061.05,4.21
425562.19,9.18,4.01,195061.05,4.21
425510.47,9.18,4.01,195061.05,4.21
425216.34,9.18,4.0,194757.14,4.2
425164.62,9.18,4.0,194800.19,4.2
425167.52,9.18,4.0,194801.47,4.2
425115.79,9.18,4.0,194816.48,4.21
425252.62,9.18,4.01,194765.06,4.21
425200.89,9.18,4.01,194788.76,4.21
425197.08,9.18,4.01,195166.69,4.22
425203.03,9.18,4.01,195181.94,4.22
424908.9,9.18,4.01,194879.13,4.21
425302.12,9.19,4.02,195140.4,4.22
425020.72,9.18,4.01,194870.87,4.21
424968.99,9.18,4.01,194870.87,4.21
424917.27,9.18,4.01,194870.87,4.21
424865.54,9.19,4.01,194875.13,4.21
424813.82,9.19,4.01,194874.65,4.21
425086.23,9.19,4.02,194870.87,4.21
425539.6,9.2,4.03,195336.01,4.22
425487.88,9.2,4.03,195431.16,4.23
425436.15,9.21,4.03,195596.93,4.23
425384.43,9.21,4.03,195596.93,4.23
425332.7,9.21,4.03,195596.93,4.23
425280.98,9.21,4.04,195602.06,4.24
425417.81,9.21,4.04,195599.48,4.24
